elapsed_sec,gate_accuracy,gate_loss,negative_weight,num_gate_train_samples,positive_ratio,positive_weight,step,total_gate_train_samples
2.3250534129329026,0.6551724137931034,0.9605534672737122,3.0,29,0.7931034482758621,1.0,55,1015
2.364592517260462,0.45,0.9661776423454285,3.0,20,0.8,1.0,56,1035
2.40415581734851,0.6111111111111112,0.9782441258430481,3.0,18,0.7777777777777778,1.0,57,1053
2.4437386533245444,0.6666666666666666,1.2864145040512085,3.0,18,0.5555555555555556,1.0,58,1071
2.483292617369443,0.5384615384615384,1.003880262374878,3.0,26,0.7692307692307693,1.0,59,1097
2.5229146010242403,0.5625,0.939507246017456,3.0,16,0.8125,1.0,60,1113
2.5624501830898225,0.6190476190476191,1.2008531093597412,3.0,21,0.6190476190476191,1.0,61,1134
2.602016871329397,0.6363636363636364,1.188020944595337,3.0,11,0.6363636363636364,1.0,62,1145
2.64145111432299,0.6470588235294118,0.8516412973403931,3.0,17,0.8823529411764706,1.0,63,1162
2.680955246090889,0.56,1.0228956937789917,3.0,25,0.76,1.0,64,1187
2.7205659332685173,0.6,0.9057928919792175,3.0,30,0.8333333333333334,1.0,65,1217
2.7620756151154637,0.5263157894736842,0.9050552248954773,3.0,19,0.8421052631578947,1.0,66,1236
2.8015935621224344,0.6086956521739131,1.098535180091858,3.0,23,0.6956521739130435,1.0,67,1259
2.8409170592203736,0.7222222222222222,0.90916508436203,3.0,18,0.8333333333333334,1.0,68,1277
2.8804552452638745,0.7647058823529411,0.9191276431083679,3.0,17,0.8235294117647058,1.0,69,1294
2.9199502891860902,0.5384615384615384,0.8975847363471985,3.0,13,0.8461538461538461,1.0,70,1307
2.9593920563347638,0.4117647058823529,0.7766938805580139,3.0,17,0.9411764705882353,1.0,71,1324
2.998869815375656,0.75,1.0151362419128418,3.0,16,0.75,1.0,72,1340
3.038388032000512,0.7142857142857143,1.0115152597427368,3.0,21,0.7619047619047619,1.0,73,1361
3.078017977066338,0.47619047619047616,0.7648072242736816,3.0,21,0.9523809523809523,1.0,74,1382
3.117695005144924,0.6153846153846154,0.9845306277275085,3.0,26,0.7692307692307693,1.0,75,1408
3.157253647223115,0.6666666666666666,0.6811856031417847,3.0,21,1.0,1.0,76,1429
3.1969853192567825,0.5,1.1681398153305054,3.0,20,0.65,1.0,77,1449
3.2367159640416503,0.8,0.8099994659423828,3.0,20,0.9,1.0,78,1469
3.2763708303682506,0.7368421052631579,0.8947129845619202,3.0,19,0.8421052631578947,1.0,79,1488
3.3159935269504786,0.631578947368421,1.1104854345321655,3.0,19,0.6842105263157895,1.0,80,1507
3.3557670321315527,0.5789473684210527,1.1817392110824585,3.0,19,0.631578947368421,1.0,81,1526
3.3954410701990128,0.7058823529411765,0.9884792566299438,3.0,17,0.7647058823529411,1.0,82,1543
3.4352685720659792,0.7,1.128658652305603,3.0,20,0.65,1.0,83,1563
3.475040862336755,0.6,0.9797056317329407,3.0,25,0.76,1.0,84,1588
3.514797037001699,0.5263157894736842,0.8862548470497131,3.0,19,0.8421052631578947,1.0,85,1607
3.554465183056891,0.5454545454545454,0.8747994899749756,3.0,22,0.8636363636363636,1.0,86,1629
3.5941641819663346,0.8,0.9448750615119934,3.0,15,0.8,1.0,87,1644
3.6341671752743423,0.7727272727272727,1.0348987579345703,3.0,22,0.7272727272727273,1.0,88,1666
3.6739083230495453,0.5555555555555556,0.8466405868530273,3.0,18,0.8888888888888888,1.0,89,1684
3.7134078443050385,0.875,0.8322782516479492,3.0,16,0.875,1.0,90,1700
3.7529255780391395,0.8461538461538461,0.8664112687110901,3.0,13,0.8461538461538461,1.0,91,1713
3.7924430542625487,0.26666666666666666,0.7927339673042297,3.0,15,0.9333333333333333,1.0,92,1728
3.8321842113509774,0.6666666666666666,1.0046439170837402,3.0,12,0.75,1.0,93,1740
3.8718165643513203,0.7894736842105263,1.0000550746917725,3.0,19,0.7368421052631579,1.0,94,1759
3.9114488721825182,0.7272727272727273,1.1333274841308594,3.0,11,0.6363636363636364,1.0,95,1770
3.9510515481233597,0.7647058823529411,0.8230800032615662,3.0,17,0.8823529411764706,1.0,96,1787
3.990722627379,0.7272727272727273,0.7095616459846497,3.0,22,0.9545454545454546,1.0,97,1809
4.030321075115353,0.7222222222222222,0.7404083013534546,3.0,18,0.9444444444444444,1.0,98,1827
4.070007984060794,0.7916666666666666,0.9247870445251465,3.0,24,0.7916666666666666,1.0,99,1851
4.1096632201224566,0.5909090909090909,0.8403884172439575,3.0,22,0.8636363636363636,1.0,100,1873
4.149277355056256,0.631578947368421,0.8302594423294067,3.0,19,0.8947368421052632,1.0,101,1892
4.188784114085138,0.8571428571428571,0.9262691140174866,3.0,21,0.8095238095238095,1.0,102,1913
4.228394938167185,0.7037037037037037,0.9648410081863403,3.0,27,0.7777777777777778,1.0,103,1940
4.268041240051389,0.5,1.2303153276443481,3.0,18,0.6111111111111112,1.0,104,1958
4.3076836839318275,0.52,0.8563947677612305,3.0,25,0.88,1.0,105,1983
4.347379031125456,0.6842105263157895,0.8988509178161621,3.0,19,0.8421052631578947,1.0,106,2002
4.38696908717975,0.7777777777777778,1.111821174621582,3.0,18,0.6666666666666666,1.0,107,2020
4.426650122273713,0.8,0.9867872595787048,3.0,25,0.76,1.0,108,2045
4.466258644126356,0.6818181818181818,0.8565383553504944,3.0,22,0.8636363636363636,1.0,109,2067
4.505906648002565,0.7,1.0070747137069702,3.0,20,0.75,1.0,110,2087
4.545497331302613,0.8095238095238095,1.0373305082321167,3.0,21,0.7142857142857143,1.0,111,2108
4.585185172967613,0.7692307692307693,1.083378553390503,3.0,13,0.6923076923076923,1.0,112,2121
4.624848973937333,0.75,1.008359432220459,3.0,16,0.75,1.0,113,2137
4.664489600341767,0.6470588235294118,0.8719902038574219,3.0,17,0.8235294117647058,1.0,114,2154
4.704224663320929,0.6,0.9636017084121704,3.0,15,0.8,1.0,115,2169
4.744043925311416,0.8,0.9040973782539368,3.0,20,0.8,1.0,116,2189
4.7862257501110435,0.5789473684210527,0.8094779849052429,3.0,19,0.8947368421052632,1.0,117,2208
4.825853493064642,0.7777777777777778,0.7938462495803833,3.0,18,0.8888888888888888,1.0,118,2226
4.865387252066284,0.8461538461538461,0.8590220212936401,3.0,13,0.8461538461538461,1.0,119,2239
4.90502123394981,0.75,1.0597050189971924,3.0,20,0.7,1.0,120,2259
4.944736951030791,0.7272727272727273,0.7904836535453796,3.0,22,0.9090909090909091,1.0,121,2281
4.984438582323492,0.625,1.044034719467163,3.0,16,0.75,1.0,122,2297
5.0241049863398075,0.631578947368421,1.218960165977478,3.0,19,0.5789473684210527,1.0,123,2316
5.063724898267537,0.5416666666666666,1.0408518314361572,3.0,24,0.75,1.0,124,2340
5.103491798043251,0.6842105263157895,0.8156698346138,3.0,19,0.8947368421052632,1.0,125,2359
5.143236957024783,0.7368421052631579,1.0763076543807983,3.0,19,0.6842105263157895,1.0,126,2378
5.182981864083558,0.875,0.9705184102058411,3.0,16,0.75,1.0,127,2394
5.22269989317283,0.5333333333333333,0.8545064926147461,3.0,15,0.8666666666666667,1.0,128,2409
5.262402229942381,0.4375,0.8674039840698242,3.0,16,0.875,1.0,129,2425
5.3020964143797755,0.5714285714285714,1.0675818920135498,3.0,14,0.7142857142857143,1.0,130,2439
5.341598377097398,0.8888888888888888,0.897268533706665,3.0,18,0.7777777777777778,1.0,131,2457
5.381188098341227,0.75,0.6855229139328003,3.0,20,0.95,1.0,132,2477
5.420631881337613,0.47058823529411764,1.1608554124832153,3.0,17,0.6470588235294118,1.0,133,2494
5.4600134659558535,0.7857142857142857,0.6216179728507996,3.0,14,1.0,1.0,134,2508
5.499394606333226,0.75,0.8709201812744141,3.0,16,0.8125,1.0,135,2524
5.538760371971875,0.6,0.6666553020477295,3.0,15,1.0,1.0,136,2539
5.578177302144468,0.5294117647058824,1.119823694229126,3.0,17,0.7058823529411765,1.0,137,2556
5.617684251163155,0.7777777777777778,0.8347910642623901,3.0,18,0.8333333333333334,1.0,138,2574
5.657606927212328,0.7894736842105263,0.6986139416694641,3.0,19,0.9473684210526315,1.0,139,2593
5.697268659248948,0.9230769230769231,0.7314738035202026,3.0,13,0.9230769230769231,1.0,140,2606
5.73683157004416,0.6666666666666666,1.1152527332305908,3.0,21,0.6666666666666666,1.0,141,2627
5.776443973183632,0.6842105263157895,1.0924530029296875,3.0,19,0.6842105263157895,1.0,142,2646
5.815953655168414,0.64,0.8664537072181702,3.0,25,0.84,1.0,143,2671
5.855752140283585,0.6956521739130435,0.9396817088127136,3.0,23,0.782608695652174,1.0,144,2694
5.895900302100927,0.5,1.046996831893921,3.0,18,0.7222222222222222,1.0,145,2712
5.935748507268727,0.7222222222222222,0.8518601655960083,3.0,18,0.8333333333333334,1.0,146,2730
5.9755344283767045,0.9375,0.8390601277351379,3.0,16,0.8125,1.0,147,2746
6.015345550142229,0.7368421052631579,0.8095182180404663,3.0,19,0.8947368421052632,1.0,148,2765
6.055084090214223,0.75,1.081891655921936,3.0,20,0.65,1.0,149,2785
6.094929767306894,0.8,0.8485347628593445,3.0,20,0.85,1.0,150,2805
6.134675409179181,0.72,0.9188570976257324,3.0,25,0.8,1.0,151,2830
6.17438423121348,0.7058823529411765,1.2917602062225342,3.0,17,0.5294117647058824,1.0,152,2847
6.214256584178656,0.6470588235294118,0.8746492266654968,3.0,17,0.8235294117647058,1.0,153,2864
6.253889963962138,0.85,0.8335869908332825,3.0,20,0.85,1.0,154,2884
6.293482022359967,0.6666666666666666,0.9452237486839294,3.0,15,0.8,1.0,155,2899
6.332973697222769,0.6,1.1069228649139404,3.0,15,0.6666666666666666,1.0,156,2914
6.372627730946988,0.7894736842105263,0.8808920979499817,3.0,19,0.7894736842105263,1.0,157,2933
6.412318693939596,0.85,0.9465166330337524,3.0,20,0.75,1.0,158,2953
6.452070404309779,0.6818181818181818,0.9258924126625061,3.0,22,0.7727272727272727,1.0,159,2975
6.491766969207674,0.6923076923076923,0.7206579446792603,3.0,13,0.9230769230769231,1.0,160,2988
6.53142683301121,0.6428571428571429,1.11875319480896,3.0,14,0.6428571428571429,1.0,161,3002
6.571048768237233,0.5909090909090909,1.0847803354263306,3.0,22,0.7272727272727273,1.0,162,3024
6.610619529150426,0.6666666666666666,0.9142965078353882,3.0,21,0.8095238095238095,1.0,163,3045
6.650058011058718,0.6,0.8382022976875305,3.0,20,0.85,1.0,164,3065
6.689752595964819,0.8181818181818182,1.1256492137908936,3.0,11,0.6363636363636364,1.0,165,3076
6.72928646299988,0.6923076923076923,1.2877882719039917,3.0,13,0.5384615384615384,1.0,166,3089
6.768897094298154,0.75,0.6588489413261414,3.0,20,0.95,1.0,167,3109
6.808529972098768,0.6842105263157895,1.3259395360946655,3.0,19,0.5263157894736842,1.0,168,3128
6.84828058630228,0.7222222222222222,0.6389257311820984,3.0,18,0.9444444444444444,1.0,169,3146
6.887942478060722,0.7,0.8428164720535278,3.0,20,0.85,1.0,170,3166
6.927637668326497,0.7368421052631579,0.8031919598579407,3.0,19,0.8947368421052632,1.0,171,3185
6.9672419633716345,1.0,0.6893786787986755,3.0,12,0.9166666666666666,1.0,172,3197
7.006709998939186,0.8095238095238095,0.9221687316894531,3.0,21,0.7619047619047619,1.0,173,3218
7.046409793198109,0.782608695652174,0.8248600363731384,3.0,23,0.8695652173913043,1.0,174,3241
7.085984280332923,0.875,0.7118873596191406,3.0,8,0.875,1.0,175,3249
7.1257528881542385,0.5714285714285714,1.3016830682754517,3.0,14,0.5714285714285714,1.0,176,3263
7.165307619143277,0.6842105263157895,0.7610528469085693,3.0,19,0.8947368421052632,1.0,177,3282
7.205054389312863,0.6470588235294118,0.8906406760215759,3.0,17,0.8235294117647058,1.0,178,3299
7.244751458987594,0.5789473684210527,0.9964671730995178,3.0,19,0.7368421052631579,1.0,179,3318
7.28450575331226,0.6428571428571429,1.2548208236694336,3.0,14,0.5714285714285714,1.0,180,3332
7.324362023267895,0.7272727272727273,0.7312986254692078,3.0,11,0.9090909090909091,1.0,181,3343
7.364172352012247,0.7619047619047619,0.726314127445221,3.0,21,0.9047619047619048,1.0,182,3364
7.403891473077238,0.7058823529411765,0.7200493812561035,3.0,17,0.9411764705882353,1.0,183,3381
7.443584236316383,0.6666666666666666,0.9439159035682678,3.0,15,0.7333333333333333,1.0,184,3396
7.483304202090949,0.6666666666666666,0.9341341853141785,3.0,18,0.8333333333333334,1.0,185,3414
7.523179550189525,0.5,1.094527006149292,3.0,14,0.7142857142857143,1.0,186,3428
7.562984048388898,0.5925925925925926,0.984366238117218,3.0,27,0.7407407407407407,1.0,187,3455
7.602790758013725,0.75,1.0891534090042114,3.0,16,0.6875,1.0,188,3471
7.642631778959185,0.7058823529411765,1.046427607536316,3.0,17,0.7058823529411765,1.0,189,3488
7.682350746355951,0.6111111111111112,0.974782407283783,3.0,18,0.7777777777777778,1.0,190,3506
7.721951631363481,0.7894736842105263,0.6673924326896667,3.0,19,0.9473684210526315,1.0,191,3525
7.761457124259323,0.5625,1.0631234645843506,3.0,16,0.6875,1.0,192,3541
7.80088600423187,0.6,0.9882891774177551,3.0,20,0.75,1.0,193,3561
7.840484922286123,0.8421052631578947,0.7861926555633545,3.0,19,0.8421052631578947,1.0,194,3580
7.88019251730293,0.7777777777777778,0.9911365509033203,3.0,27,0.7037037037037037,1.0,195,3607
7.919778887182474,0.7142857142857143,1.061543583869934,3.0,21,0.6666666666666666,1.0,196,3628
7.9594098180532455,0.7857142857142857,0.7568672895431519,3.0,28,0.8928571428571429,1.0,197,3656
7.99892487609759,0.8,0.8650628328323364,3.0,20,0.8,1.0,198,3676
8.038478509988636,0.7368421052631579,0.8578361868858337,3.0,19,0.7894736842105263,1.0,199,3695
8.078030402306467,0.7142857142857143,0.7777921557426453,3.0,14,0.8571428571428571,1.0,200,3709
8.11761506414041,0.5833333333333334,1.093396782875061,3.0,12,0.6666666666666666,1.0,201,3721
8.157182476017624,0.6153846153846154,1.0935701131820679,3.0,13,0.6923076923076923,1.0,202,3734
8.197495749220252,0.8571428571428571,0.7618440985679626,3.0,14,0.8571428571428571,1.0,203,3748
8.237207641359419,0.5294117647058824,0.9707058072090149,3.0,17,0.8235294117647058,1.0,204,3765
8.276714154984802,0.5,1.2676819562911987,3.0,20,0.6,1.0,205,3785
8.316355699207634,0.8,0.6021248698234558,3.0,20,0.95,1.0,206,3805
8.356075154151767,0.6818181818181818,0.8302062749862671,3.0,22,0.8636363636363636,1.0,207,3827
8.395808750297874,0.8181818181818182,0.5797964334487915,3.0,11,1.0,1.0,208,3838
8.435514130163938,0.7727272727272727,1.0243998765945435,3.0,22,0.7272727272727273,1.0,209,3860
8.47533919615671,0.6666666666666666,0.8627909421920776,3.0,24,0.8333333333333334,1.0,210,3884
8.515191738959402,0.5789473684210527,1.0017958879470825,3.0,19,0.7368421052631579,1.0,211,3903
8.555081781931221,0.5789473684210527,0.996135413646698,3.0,19,0.7368421052631579,1.0,212,3922
8.59510998101905,0.47368421052631576,0.6282831430435181,3.0,19,1.0,1.0,213,3941
8.63500077323988,0.8695652173913043,0.751763641834259,3.0,23,0.8260869565217391,1.0,214,3964
8.67501248093322,0.6666666666666666,1.0063203573226929,3.0,18,0.7222222222222222,1.0,215,3982
8.71489567309618,0.75,1.064764142036438,3.0,20,0.65,1.0,216,4002
8.754706362262368,0.7692307692307693,0.750998318195343,3.0,26,0.8846153846153846,1.0,217,4028
8.794525233097374,0.7333333333333333,0.7972205281257629,3.0,15,0.8666666666666667,1.0,218,4043
8.834398653358221,0.7222222222222222,0.8289267420768738,3.0,18,0.8333333333333334,1.0,219,4061
8.874323822092265,0.6,1.1655787229537964,3.0,15,0.6,1.0,220,4076
8.914209958165884,0.9285714285714286,0.8541907072067261,3.0,14,0.7857142857142857,1.0,221,4090
8.95417811209336,0.8,0.6249564290046692,3.0,15,0.9333333333333333,1.0,222,4105
8.994078991003335,0.8095238095238095,0.9748579859733582,3.0,21,0.7142857142857143,1.0,223,4126
9.03395625995472,0.7777777777777778,1.0536539554595947,3.0,18,0.7222222222222222,1.0,224,4144
9.073700055014342,0.7894736842105263,0.7698858976364136,3.0,19,0.8421052631578947,1.0,225,4163
9.113421716261655,0.6956521739130435,0.8897063136100769,3.0,23,0.8260869565217391,1.0,226,4186
9.153078691102564,0.7333333333333333,0.9260813593864441,3.0,15,0.8,1.0,227,4201
9.192886736243963,0.95,0.835067093372345,3.0,20,0.8,1.0,228,4221
9.23268780298531,0.7333333333333333,0.8749052882194519,3.0,15,0.8,1.0,229,4236
9.272479425184429,0.6666666666666666,1.012480616569519,3.0,18,0.7222222222222222,1.0,230,4254
9.312587555963546,0.7894736842105263,0.6575348377227783,3.0,19,0.9473684210526315,1.0,231,4273
9.352371152956039,0.7647058823529411,0.8876991868019104,3.0,17,0.7647058823529411,1.0,232,4290
9.39205588400364,0.6666666666666666,0.839974582195282,3.0,12,0.8333333333333334,1.0,233,4302
9.431823237333447,0.8235294117647058,0.617340087890625,3.0,17,0.9411764705882353,1.0,234,4319
9.471467209979892,0.6842105263157895,0.8702728748321533,3.0,19,0.7894736842105263,1.0,235,4338
9.51100022206083,0.631578947368421,1.1966514587402344,3.0,19,0.5789473684210527,1.0,236,4357
9.550666698254645,0.5909090909090909,0.9770097136497498,3.0,22,0.7272727272727273,1.0,237,4379
9.590216209180653,0.5333333333333333,0.8653388023376465,3.0,15,0.8666666666666667,1.0,238,4394
9.62990946834907,0.65,0.8074666261672974,3.0,20,0.85,1.0,239,4414
9.66956250416115,0.9047619047619048,0.6649730205535889,3.0,21,0.9047619047619048,1.0,240,4435
9.709247318096459,0.95,0.8281078338623047,3.0,20,0.8,1.0,241,4455
9.74900458008051,0.6,0.7177505493164062,3.0,15,0.9333333333333333,1.0,242,4470
9.789092125371099,0.4444444444444444,1.118314504623413,3.0,9,0.6666666666666666,1.0,243,4479
9.82879054825753,0.6470588235294118,1.1377893686294556,3.0,17,0.6470588235294118,1.0,244,4496
9.868572049308568,0.8235294117647058,0.7348468899726868,3.0,17,0.8823529411764706,1.0,245,4513
9.908373183105141,0.6,0.9246174097061157,3.0,20,0.8,1.0,246,4533
9.947957740165293,0.8333333333333334,0.6615365147590637,3.0,18,0.8888888888888888,1.0,247,4551
9.987652485258877,0.8125,1.0188469886779785,3.0,16,0.75,1.0,248,4567
10.027342487126589,0.8,0.6132858991622925,3.0,25,0.96,1.0,249,4592
10.066904940176755,0.7619047619047619,0.7220277190208435,3.0,21,0.9523809523809523,1.0,250,4613
10.106612539384514,0.5172413793103449,0.8386940956115723,3.0,29,0.896551724137931,1.0,251,4642
10.146374218165874,0.8214285714285714,0.8673120737075806,3.0,28,0.7857142857142857,1.0,252,4670
10.186025133356452,0.631578947368421,0.8766840100288391,3.0,19,0.7894736842105263,1.0,253,4689
10.225645064376295,0.8333333333333334,0.7684080004692078,3.0,12,0.9166666666666666,1.0,254,4701
10.265217909123749,0.8333333333333334,0.7261082530021667,3.0,18,0.8333333333333334,1.0,255,4719
10.305023110937327,0.5384615384615384,1.1061264276504517,3.0,13,0.6923076923076923,1.0,256,4732
10.344989450182766,1.0,0.6804808378219604,3.0,12,0.8333333333333334,1.0,257,4744
10.38474082108587,0.75,1.0585373640060425,3.0,20,0.65,1.0,258,4764
10.424493782222271,0.6923076923076923,0.8680670261383057,3.0,13,0.8461538461538461,1.0,259,4777
10.464302690234035,0.6842105263157895,0.8630779981613159,3.0,19,0.7894736842105263,1.0,260,4796
10.504078592173755,0.8,0.8308947682380676,3.0,20,0.8,1.0,261,4816
10.543957863003016,0.8235294117647058,0.7826266884803772,3.0,17,0.8235294117647058,1.0,262,4833
10.583748204167932,0.8125,0.5245033502578735,3.0,16,1.0,1.0,263,4849
10.62346617737785,0.75,0.8493359684944153,3.0,20,0.8,1.0,264,4869
10.663284739013761,0.6956521739130435,1.0042712688446045,3.0,23,0.7391304347826086,1.0,265,4892
10.703947242349386,0.8571428571428571,0.7135489583015442,3.0,14,0.8571428571428571,1.0,266,4906
10.743789458181709,0.7,0.7780779600143433,3.0,20,0.9,1.0,267,4926
10.783543628174812,0.84,0.6954429745674133,3.0,25,0.88,1.0,268,4951
10.823240273166448,0.6875,0.8099803924560547,3.0,16,0.875,1.0,269,4967
10.862956324126571,0.36363636363636365,0.9322783350944519,3.0,11,0.8181818181818182,1.0,270,4978
10.902785098180175,0.8461538461538461,0.8507345914840698,3.0,13,0.7692307692307693,1.0,271,4991
10.942599412053823,0.7,0.9332874417304993,3.0,20,0.75,1.0,272,5011
10.982452569995075,0.6363636363636364,1.0864263772964478,3.0,22,0.6818181818181818,1.0,273,5033
11.022258886136115,0.85,0.5619188547134399,3.0,20,0.95,1.0,274,5053
11.061951021198183,0.7368421052631579,0.6948749423027039,3.0,19,0.8947368421052632,1.0,275,5072
11.101670592091978,0.5,1.053478717803955,3.0,10,0.7,1.0,276,5082
11.14137780899182,0.75,0.7711852788925171,3.0,28,0.8571428571428571,1.0,277,5110
11.181183417327702,0.7222222222222222,0.6920369863510132,3.0,18,0.8888888888888888,1.0,278,5128
11.220954290125519,0.7083333333333334,0.928565502166748,3.0,24,0.7916666666666666,1.0,279,5152
11.260792067274451,0.7727272727272727,0.8884511590003967,3.0,22,0.7727272727272727,1.0,280,5174
11.300542918033898,0.7647058823529411,0.9346522688865662,3.0,17,0.7058823529411765,1.0,281,5191
11.340310644358397,0.6923076923076923,0.9137384295463562,3.0,26,0.8076923076923077,1.0,282,5217
11.380177663173527,0.6666666666666666,0.6229858994483948,3.0,12,0.9166666666666666,1.0,283,5229
11.419727554079145,0.6470588235294118,0.8549418449401855,3.0,17,0.8235294117647058,1.0,284,5246
11.45943322731182,0.8,0.9366388320922852,3.0,20,0.75,1.0,285,5266
11.499154217075557,0.64,0.8305632472038269,3.0,25,0.84,1.0,286,5291
11.538786189164966,0.8235294117647058,0.6307273507118225,3.0,17,0.9411764705882353,1.0,287,5308
11.57832839898765,0.7727272727272727,0.8113539814949036,3.0,22,0.7727272727272727,1.0,288,5330
11.617935962043703,0.7333333333333333,1.1771889925003052,3.0,15,0.6666666666666666,1.0,289,5345
11.657516174949706,0.7142857142857143,0.9335169196128845,3.0,21,0.7619047619047619,1.0,290,5366
11.697178555186838,0.782608695652174,0.8889918327331543,3.0,23,0.782608695652174,1.0,291,5389
11.736742057371885,0.5789473684210527,0.8012565970420837,3.0,19,0.8947368421052632,1.0,292,5408
11.776291781105101,0.6666666666666666,1.250471591949463,3.0,12,0.6666666666666666,1.0,293,5420
11.81580369733274,0.6923076923076923,0.677522599697113,3.0,13,0.9230769230769231,1.0,294,5433
